Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
run for cover,to run towards a place where you will be safe,"let us run for cover because i hate to be wet in such cold weather . ""","let ' s seek shelter because i hate to be wet in such cold weather . """,O B I I I O O O O O O O O O O O O,O B I I I O O O O O O O O O O O O
run for cover,to run towards a place where you will be safe,sayda and michelle ran for cover as soon as they heard the forecast of hurricane in their way .,sayda and michelle headed for shelter as soon as they heard the forecast of hurricane in their way .,O O O B O I O O O O O O O O O O O O O,O O O B O I O O O O O O O O O O O O O
run for cover,to run towards a place where you will be safe,"populations of wild game ran for cover , and were subsequently replaced by domesticated livestock","populations of wild game went hiding , and were subsequently replaced by domesticated livestock",O O O O B I I O O O O O O O O,O O O O B I O O O O O O O O
run for cover,to run towards a place where you will be safe,we ran for cover as soon as the storm broke .,we sought shelter as soon as the storm broke .,O B I I O O O O O O O,O B I O O O O O O O
run for cover,to run towards a place where you will be safe,"remember if your home is attacked by polar bear , get in your car and run for cover because you can ' t face them .","remember if your home is attacked by polar bear , get in your car and hide because you can ' t face them .",O O O O O O O O O O O O O O O B I I O O O O O O O O,O O O O O O O O O O O O O O O B O O O O O O O O
run for cover,to attempt to guard yourself from a bad situation or from being criticized,"don ' t run for cover , now go face your wife and tell her the truth about your relations with that woman .","don ' t hide yourself , now go face your wife and tell her the truth about your relations with that woman .",O O O B I I O O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O O
run for cover,to attempt to guard yourself from a bad situation or from being criticized,signs of trouble on wall street sent investors running for cover .,signs of trouble on wall street sent investors protecting themselves from the bad situation .,O O O O O O O O B I I O,O O O O O O O O B I I I I I O
run for cover,to attempt to guard yourself from a bad situation or from being criticized,my dog runs for cover if you shout on it a bit .,my dog tries to hide if you shout on it a bit .,O O B I I O O O O O O O O,O O B I I O O O O O O O O
run for cover,to run towards a place where you will be safe,"when the rain started to pour during our picnic , my husband and i ran for cover","when the rain started to pour during our picnic , my husband and i sought shelter .",O O O O O O O O O O O O O O B I I,O O O O O O O O O O O O O O B I I
at odds,in disagreement or dispute,they are at odds about the fundraiser that i being held on saturday and,they are in conflict about the fundraiser that i being held on saturday and,O O B I O O O O O O O O O O,O O B I O O O O O O O O O O
at odds,in disagreement or dispute,they are definitely at odds about how to run the company and this is causing the stakeholders to lose faith in them and,they are definitely in dispute about how to run the company and this is causing the stakeholders to lose faith in them and,O O O B I O O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O O
at odds,two things that seem to be opposites,her beaming smile was at odds with the rumours that i had heard about her quick temper and,her beaming smile was at opposites with the rumours that i had heard about her quick temper and,O O O O O B O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O
at odds,two things that seem to be opposites,his piercing blue eyes are at odds with the rest of his features and,his piercing blue eyes are in variance with the rest of his features and,O O O O O B I O O O O O O O,O O O O O B I O O O O O O O
at odds,two things that seem to be opposites,the two brothers ' personalities seem to be totally at odds .,the two brothers ' personalities seem to be total opposites .,O O O O O O O O B I I O,O O O O O O O O B I O
at odds,two things that seem to be opposites,his calm was at odds with his wife ' s volatility .,his calm was at opposites with his wife ' s volatility .,O O O O B O O O O O O O,O O O O B O O O O O O O
at odds,in disagreement or dispute,his speech during the meeting is completely at odds with what we discussed last week and,his speech during the meeting is completely in disagreement with what we discussed last week and,O O O O O O O B I O O O O O O O,O O O O O O O B I O O O O O O O
vice versa,when something is true even in the opposite order,"i do not like my sister ' s new husband , and vice versa .","i do not like my sister ' s new husband , and he doesn ' t like me .",O O O O O O O O O O O O B I O,O O O O O O O O O O O O B I O I O I O
vice versa,when something is true even in the opposite order,"i am tired of spending time with my family , and vice versa .","i am tired of spending time with my family , and they ' re tired of me .",O O O O O O O O O O O B I O,O O O O O O O O O O O B I I O O I O
vice versa,when something is true even in the opposite order,the engineers have just discovered a new device by the help of which are able to transfer from vhs tapes to dvds and vice versa .,the engineers have just discovered a new device by the help of which are able to transfer from vhs tapes to dvds and dvds to vhs tapes .,O O O O O O O O O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
vice versa,when something is true even in the opposite order,"ever since they had that big fight , kelly doesn ' t seem to trust mark and vice versa .","ever since they had that big fight , kelly doesn ' t seem to trust mark neither does he trust her .",O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O B I I O I O
anything but,by no means,"we went to see that new action film on thursday night and it was anything but good , in fact , i fell asleep .","we went to see that new action film on thursday night and it was the opposite of good , in fact , i fell asleep .",O O O O O O O O O O O O O O B I O O O O O O O O O,O O O O O O O O O O O O O O B I I O O O O O O O O O
anything but,by no means,the new boss is anything but charming when i met him .,the new boss is by no means charming when i met him .,O O O O B I O O O O O O,O O O O B I I O O O O O O
anything but,by no means,our meeting schedule is anything but definite .,our meeting schedule is not definite .,O O O O B I O O,O O O O B O O
turn the tables, to make one's plan turn back on them,the activist held a seminar for people to turn the tables on government employees who ask for bribery .,the activist held a seminar for people to go against government employees who ask for bribery .,O O O O O O O O B O I I O O O O O O O,O O O O O O O O B I O O O O O O O
play it by ear,to do something without special preparation,"rather than adopting a new academic strategy , the principal decided to play it by ear .","rather than adopting a new academic strategy , the principal decided to improvise .",O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O B O
play it by ear,to do something without special preparation,jane said that she has to play it by ear because she is not sure where to go tomorrow morning .,jane said that she has to act without preparation because she is not sure where to go tomorrow morning .,O O O O O O B I I I O O O O O O O O O O O,O O O O O O B I I O O O O O O O O O O O
play it by ear,to do something without special preparation,we can play it by ear and decide where to meet later .,we can improvise and decide where to meet later .,O O B I I I O O O O O O O,O O B O O O O O O O
up a blind alley, to be headed towards certain failure,the trip was up a blind alley .,the trip was doomed .,O O O B I I I O,O O O B O
up a blind alley, to be headed towards certain failure,i wonder if the marriage was up a blind alley from the very beginning .,i wonder if the marriage was destined for failure from the very beginning .,O O O O O O B I I I O O O O O,O O O O O O B I I O O O O O
up a blind alley, to be headed towards certain failure,she is headed up a blind alley being in a relationship with him .,she can ' t see the bad path her relationship with him is setting her on .,O O B I I I I I I I O O O O,O B I I I I I I I O O O O I I I O
up a blind alley, to be headed towards certain failure,i cannot simply watch my children walk up a blind alley .,i cannot simply watch my children go down a path destined for failure .,O O O O O O B I O I I O,O O O O O O B I O I I I I O
on the dot,at a precise time,the metro train arrived at five o ' clock on the dot .,the metro train arrived at five o ' clock exactly .,O O O O O O O O O B O I O,O O O O O O O O O B O
on the dot,at a precise time,the taxi showed up on the dot .,the taxi showed up at a precise time .,O O O O B O I O,O O O O B I I I O
on the dot,at a precise time,breakfast is served at 8 on the dot .,breakfast is served at 8 precisely .,O O O O O B I I O,O O O O O B O
good Samaritan,a compassionate person who helps others unselfishly,"if it had not been for a good samaritan who rushed him to the hospital , the accident victim would not have been living today .","if it had not been for an unselfish person who rushed him to the hospital , the accident victim would not have been living today .",O O O O O O B I I O O O O O O O O O O O O O O O O O,O O O O O O B I I O O O O O O O O O O O O O O O O O
good Samaritan,a compassionate person who helps others unselfishly,he was toiling hard in the hot sun when a good samaritan came along and offered him a bottle of water .,he was toiling hard in the hot sun when a person who does good without expecting compensation came along and offered him a bottle of water .,O O O O O O O O O O O B O O O O O O O O O O,O O O O O O O O O O B I I O I I I O O O O O O O O O O
good Samaritan,a compassionate person who helps others unselfishly,he is really a good samaritan .,he really is a compassionate person .,O O O O B I O,O O O O B I O
free spirit,a person who lives an independent life in positive ways without getting affected by other people or traditions,"his wife is a free spirit , she does not believe in the work that we do .","his wife is a nonconformist , she does not believe in the work that we do .",O O O O B I O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O
free spirit,a person who lives an independent life in positive ways without getting affected by other people or traditions,"it is a celebration of love , happiness and the free spirit .","it is a celebration of love , happiness and the radical attitude .",O O O O O O O O O O B I O,O O O O O O O O O O B I O
free spirit,a person who lives an independent life in positive ways without getting affected by other people or traditions,maria is too much of a free spirit to be working in a stuffy corporate environment .,maria is too much of a maverick to be working in a stuffy corporate environment .,O O O O O O B I O O O O O O O O O,O O O O O O B O O O O O O O O O
blazing row,a big fight or quarrel,"after having a blazing row with his wife , he stormed out of the room and banged the door behind him .","after having a big fight with his wife , he stormed out of the room and banged the door behind him .",O O O B I O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O
blazing row,a big fight or quarrel,i think its best for them to separate and they are no good together and are having blazing rows with each other almost every day .,"i think its best for them to separate and they are no good together and are having intense , vengeful arguments with each other almost every day .",O O O O O O O O O O O O O O O O O B I O O O O O O O,O O O O O O O O O O O O O O O O O B I I I O O O O O O O
blazing row,a big fight or quarrel,jim and sally called off their wedding after they had a blazing row over their honeymoon destination .,jim and sally called off their wedding after they had a big quarrel over their honeymoon destination .,O O O O O O O O O O O B I O O O O O,O O O O O O O O O O O B I O O O O O
blazing row,a big fight or quarrel,andy cannot be reached since he stormed out of his house last night after having a blazing row with his wife .,andy cannot be reached since he stormed out of his house last night after having an intense argument with his wife .,O O O O O O O O O O O O O O O B I I O O O O,O O O O O O O O O O O O O O O B I I O O O O
blazing row,a big fight or quarrel,"they had a blazing row with each other a couple of days back , but now they seem to have resolved their differences and are going good again . '","they had an angry argument with each other a couple of days back , but now they seem to have resolved their differences and are going good again . '",O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O,O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O
bite tongue,to keep yourself from saying something that you really want to say,i always have to bite my tongue when my sister - in - law is around .,i always have to keep myself from saying something when my sister - in - law is around .,O O O O B O I O O O O O O O O O O,O O O O B I I I I O O O O O O O O O O
bite tongue,to keep yourself from saying something that you really want to say,it is better to bite one ' s tongue than to say something nasty about someone else .,it is better to not say anything than to say something nasty about someone else .,O O O O B I I I I O O O O O O O O O,O O O O B O I O O O O O O O O O
bite tongue,to keep yourself from saying something that you really want to say,i have to bite my tongue not to give my sister advise on her new baby .,i have to stop myself from giving my sister advise on her new baby .,O O O B O I I O I O O O O O O O O,O O O B I I I O O O O O O O O
bite tongue,to keep yourself from saying something that you really want to say,bite your tongue ! he doesn ' t want to hear your opinion about everything .,stop talking ! he doesn ' t want to hear your opinion about everything .,B O I O O O O O O O O O O O O O,B I O O O O O O O O O O O O O
tear-jerking,something that evokes sadness,this movie is a total tear - jerking for anyone who has lost a parent .,this movie is a total evoker of sadness for anyone who has lost a parent .,O O O O O B I I O O O O O O O O,O O O O O B I I O O O O O O O O
tear-jerking,something that evokes sadness,"this song will surely be a tear - jerking for you , i just know it .","this song will surely make you sad or sympathetic , i just know it .",O O O O B I I I I I O O O O O O O,O O O O B O I I I O O O O O O
tear-jerking,something that evokes sadness,all the nominations for the award this year are tear - jerkers and i don ' t like any one of them .,all the nominations for the award this year are purposefully sadness - evoking and i don ' t like any one of them .,O O O O O O O O O B O I O O O O O O O O O O O,O O O O O O O O O B I O I O O O O O O O O O O O
tear-jerking,something that evokes sadness,"she always goes for the tear - jerking movies , can we please see a comedy tonight ?","she always goes for the sad movies , can we please see a comedy tonight ?",O O O O O B I I O O O O O O O O O O,O O O O O B O O O O O O O O O O
tear-jerking,something that evokes sadness,such tear - jerkers tend to make a lot of sense to people who have experienced these emotions in real life .,such sad films or songs tend to make a lot of sense to people who have experienced these emotions in real life .,O B I I O O O O O O O O O O O O O O O O O O,O B I I I O O O O O O O O O O O O O O O O O O
high roller,"a wealthy person or company who spends their money in a risky way, often by making risky investments that can offer large rewards",they are high rollers and i cannot afford that kind of risk .,they are too much of risk takers and i cannot afford that kind of risk .,O O B I O O O O O O O O O,O O B I O O I O O O O O O O O O
high roller,"a wealthy person or company who spends their money in a risky way, often by making risky investments that can offer large rewards",rocko is a high roller and [UNK] afraid to lose some money .,rocko is often gambling with a lot of cash and [UNK] afraid to lose some money .,O O O B I O O O O O O O O,O O B I I O I I I O O O O O O O O
high roller,"a wealthy person or company who spends their money in a risky way, often by making risky investments that can offer large rewards",if you go to las vegas the casinos offer massive luxuries and extras to the high rollers .,if you go to las vegas the casinos offer massive luxuries and extras to the people who gamble with a lot of money .,O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O B I I I I I I I O
hold your horses,to slow down or stop for a moment,we haven ' t quite finished yet and hold your horses .,we haven ' t quite finished yet and wait .,O O O O O O O O B I I O,O O O O O O O O B O
hold your horses,to slow down or stop for a moment,please hold your horses and three people are already in the queue before you .,please stop and consider your action and three people are already in the queue before you .,O B O I O O O O O O O O O O O,O B O I O I O O O O O O O O O O O
button your lip,to stop speaking,""" his continuous talking makes me wish he could button his lip . """,""" his continuous talking makes me wish he could be quiet . """,O O O O O O O O O B O I O O,O O O O O O O O O B I O O
button your lip,to stop speaking,""" she was asked to button her lip . """,""" she was asked to refrain from speaking . """,O O O O O B I I O O,O O O O O B I I O O
button your lip,to stop speaking,"to not come across as being a talkative , amanda decided to button her lip .","to not come across as being a talkative , amanda decided to not talk .",O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O B O
button your lip,to stop speaking,"although it was her turn to give her speech , lisa buttoned her lip .","although it was her turn to give her speech , lisa refrained from speaking .",O O O O O O O O O O O B O I O,O O O O O O O O O O O B I I O
button your lip,to stop speaking,john is such a chatty person and so it is surprising that he has buttoned his lips this evening .,john is such a chatty person and so it is surprising that he has not talked this evening .,O O O O O O O O O O O O O O B I I O O O,O O O O O O O O O O O O O O B I O O O
button your lip,to stop speaking,""" hey kids , keep your lips buttoned ! "" '",""" hey kids , stop talking ! "" '",O O O O B I I I O O O,O O O O B I O O O
couch potato,a chronic television viewer,my younger sister is a great couch potato ; she can watch tv 24 hours a day .,my younger sister is a great binge watcher ; she can watch tv 24 hours a day .,O O O O O O B I O O O O O O O O O O,O O O O O O B I O O O O O O O O O O
couch potato,a chronic television viewer,"couch potatoes can tend to become very fat and unhealthy , you know .","chronic television viewers can tend to become very fat and unhealthy , you know .",B I O O O O O O O O O O O O,B I I O O O O O O O O O O O O
couch potato,a chronic television viewer,all he ever does is watch tv ; he ’ s become a real couch potato .,all he ever does is watch tv ; he ’ s become a real chronic television viewer .,O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O B I I O
couch potato,a chronic television viewer,"most evenings they sit , like a pair of couch potatoes in front of television .","most evenings they sit , like a pair of chronic television viewers in front of television .",O O O O O O O O O B I O O O O O,O O O O O O O O O B O I O O O O O
couch potato,very lazy person,it is a matter of debate if couch potatoes are less intelligent than their brethren .,it is a matter of debate if lazy people are less intelligent than their brethren .,O O O O O O O B I O O O O O O O,O O O O O O O B I O O O O O O O
couch potato,very lazy person,i spoiled my body being a couch potato i am going to join the gym right now .,i spoiled my body being so lazy i am going to join the gym right now .,O O O O O B I I O O O O O O O O O O,O O O O O B I O O O O O O O O O O
couch potato,very lazy person,"i ' ve heard my neighbour couple arguing , "" you are such a couch potato how can you dream about being slim you can only eat and watch television all the time . ""","i ' ve heard my neighbour couple arguing , "" you are so lazy how can you dream about being slim you can only eat and watch television all the time . """,O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O
couch potato,a chronic television viewer,i never imagined that people will call me a couch potato ; i think i am addicted to the television now .,i never imagined that people would call me a chronic television user ; i think i am addicted to the television now .,O O O O O B O O O I I O O O O O O O O O O O,O O O O O B O O O I O I O O O O O O O O O O O
couch potato,very lazy person,"my brother is so lazy that he does nothing whole day , but sits on the couch and watch television and now i call him couch potato .","my brother is so lazy that he does nothing whole day , but sits on the couch and watch television and now i call him lazy .",O O O O O O O O O O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O O O O O O O O O O O
through thick and thin, to support someone through good and bad times,"even though there are rumours that the company is in trouble , we plan to stick it out through thick and thin .","even though there are rumours that the company is in trouble , we plan to stick it out through the ups and downs",O O O O O O O O O O O O O O O O O O O B O I I,O O O O O O O O O O O O O O O O O O O O B O I
through thick and thin, to support someone through good and bad times,if you really loved him you would have stayed with him through thick and thin,if you really loved him you would have stayed with him through rough patches,O O O O O O O O O O O O B I I,O O O O O O O O O O O O B I
through thick and thin, to support someone through good and bad times,my husband has supported liverpool through thick and thin,my husband has supported liverpool through their problems .,O O O O O O B I I,O O O O O O B I I
burst at the seams,to be handling something which is beyond the normal capacity,the meal was absolutely delicious but now i am bursting at the seams .,the meal was absolutely delicious but now my pants are so tight .,O O O O O O O B I I I O I O,O O O O O O O B I I I I O
burst at the seams,to be handling something which is beyond the normal capacity,"i went to my uncle ' s house for the wedding and since the whole family was there , it was bursting at the seams .","i went to my uncle ' s house for the wedding and since the whole family was there , it was overflowing with people .",O O O O O O O O O O O O O O O O O O O O O B I O I O,O O O O O O O O O O O O O O O O O O O O O B I I O
burst at the seams,to be handling something which is beyond the normal capacity,all the movie halls were bursting at the seams with the release of this block buster .,all the movie halls were packed with the release of this block buster .,O O O O O B I O I O O O O O O O O,O O O O O B O O O O O O O O
burst at the seams,to be handling something which is beyond the normal capacity,since the hotel was bursting at the seams i spent the holiday at a suite apartment .,since the hotel was overbooked i spent the holiday at a suite apartment .,O O O O B O O I O O O O O O O O O,O O O O B O O O O O O O O O
burst at the seams,to be handling something which is beyond the normal capacity,all hill stations were bursting at the seams and they had to settle for spending the weekend at home only .,all hill stations were filled with so many people and they had to settle for spending the weekend at home only .,O O O O B O O I O O O O O O O O O O O O O,O O O O B I I I I O O O O O O O O O O O O O
larger than life,very amusing or exciting in an attractive way,throughout his career the actor has always seemed larger than life .,throughout his career the actor has always seemed colorful .,O O O O O O O O B I I O,O O O O O O O O B O
larger than life,very amusing or exciting in an attractive way,the painting seems larger than life .,the painting seems very striking .,O O O B I I O,O O O B I O
larger than life,very amusing or exciting in an attractive way,the character that she plays is larger than life and not at all how she really acts .,the character that she plays is very imposing and not at all how she really acts .,O O O O O O B I I O O O O O O O O O,O O O O O O B I O O O O O O O O O
larger than life,very amusing or exciting in an attractive way,we went to the vatican when we were in italy and it seems larger than life inside .,we went to the vatican when we were in italy and it seems very striking inside .,O O O O O O O O O O O O O B I I O O,O O O O O O O O O O O O O B I O O
comb through,to check thoroughly,the police combed through their house after the income tax authorities left the building .,the police thoroughly checked their house after the income tax authorities left the building .,O O B I O O O O O O O O O O O,O O B I O O O O O O O O O O O
comb through,to be looking for or searching for something,i am combing through my purse to find the keys .,i am searching through my purse to find the keys .,O O B O O O O O O O O,O O B O O O O O O O O
comb through,to be looking for or searching for something,she combed through his belongings to check if he indeed had the papers .,she searched through his belongings to check if he indeed had the papers .,O B O O O O O O O O O O O O,O B O O O O O O O O O O O O
comb through,to be looking for or searching for something,i have not found a good reason to comb through her wardrobe but will only wait until she purchases one more dress .,i have not found a good reason to properly examine her wardrobe but will only wait until she purchases one more dress .,O O O O O O O O B I O O O O O O O O O O O O O,O O O O O O O O B I O O O O O O O O O O O O O
comb through,to be looking for or searching for something,her scalp was combed through by the dermatologist to find any signs of dandruff after the expensive treatment was completed .,her scalp was examined by the dermatologist to find any signs of dandruff after the expensive treatment was completed .,O O O B I O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O
comb through,to be looking for or searching for something,you cannot possibly be serious about combing through this mess to find your lost ring !,you cannot possibly be serious about searching through this mess to find your lost ring !,O O O O O O B O O O O O O O O O,O O O O O O B O O O O O O O O O
comb through,to be looking for or searching for something,my mother likes to comb through the living room after the maid has finished cleaning there .,my mother likes to thoroughly check the living room after the maid has finished cleaning there .,O O O O B I O O O O O O O O O O O,O O O O B I O O O O O O O O O O O
comb through,to be looking for or searching for something,i have combed through my daughter ' s bag to find the book but have not been able to find it . ',i have looked through my daughter ' s bag to find the book but have not been able to find it . ',O O B O O O O O O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O O O O O O
get out of bed on the wrong side,be in a bad or grumpy mood,you seem to be in a very bad temper today and did you get out on the wrong side of the bed ?,you seem to be in a very bad temper today and did you have a bad day from the start ?,O O O O O O O O O O O O O B I I O I I I O I O,O O O O O O O O O O O O O B O O I I O I O
get out of bed on the wrong side,be in a bad or grumpy mood,got up on the wrong side of the bed this morning and he has been grouchy and ill tempered all day today . nothing has been going right for him today and he ' s definitely,started his day badly this morning and he has been grouchy and ill tempered all day today . nothing has been going right for him today and he ' s definitely,B I I I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O,B I O I O O O O O O O O O O O O O O O O O O O O O O O O O O O
get out of bed on the wrong side,be in a bad or grumpy mood,got up on the wrong side of the bed . the officer has been shouting at everyone who enters his office today and he surely has ',been irritable . the officer has been shouting at everyone who enters his office today and he surely has ',B I I O I I I O I O O O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O O
come hell or high water,in spite of any problems or difficulties,"i want to complete this report by today , come hell or high water .","i want to complete this report by today , come what may .",O O O O O O O O O O B I I I O,O O O O O O O O O O B I O
come hell or high water,in spite of any problems or difficulties,"his boss said he wanted the project completed by the end of the week , come hell or high water .","his boss said he wanted the project completed by the end of the week , no matter how difficult it was .",O O O O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O O O O B I I I I I O
come hell or high water,in spite of any problems or difficulties,"she said she had planned her vacation since a year and she would be going for it , come hell or high water .","she said she had planned her vacation since a year and she would be going for it , no matter what happened .",O O O O O O O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O O O O O O O B I I I O
come hell or high water,in spite of any problems or difficulties,"he said he would leave by evening , come hell or high water , since he had an appointment with his dentist and he did not want to miss it .","he said he would leave by evening , come what may , since he had an appointment with his dentist and he did not want to miss it .",O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O,O O O O O O O O O B I O O O O O O O O O O O O O O O O O O
come hell or high water,in spite of any problems or difficulties,"my friend has started up a new company and he wants it to be successful , come hell or high water .","my friend has started up a new company and he wants it to be successful , no matter what happens .",O O O O O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O O O O O B I I I O
come hell or high water,in spite of any problems or difficulties,"he said he wanted to shift into his new home by the end of the year , come hell or high water .","he said he wanted to shift into his new home by the end of the year , no matter how difficult it was .",O O O O O O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O O O O O O B I I I I I O
late unpleasantness,the war that took place recently,"no sooner had japanese recovered from the late unpleasantness , a massive volcanic eruption took place destroying huge number of lives & property .","no sooner had japanese recovered from the recent war , a massive volcanic eruption took place destroying huge number of lives & property .",O O O O O O O B I O O O O O O O O O O O O O O O,O O O O O O O B I O O O O O O O O O O O O O O O
late unpleasantness,the war that took place recently,the late unpleasantness of 1999 between india & pakistan is remembered for the valour of indian soldiers & their martyrdom .,the recent war of 1999 between india & pakistan is remembered for the valour of indian soldiers & their martyrdom .,O B I O O O O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O O O O
in a huff,to be upset or angry about something,"june was very upset because her mother would not buy her a new pair of shoes , so she stormed out of the room in a huff .","june was very upset because her mother would not buy her a new pair of shoes , so she stormed out of the room in anger .",O O O O O O O O O O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O O O O O O O O O B O
in a huff,to be upset or angry about something,"alice is in a huff because her best friend promised to go out with her , but at the last minute she had to cancel .","alice is upset because her best friend promised to go out with her , but at the last minute she had to cancel .",O O B I I O O O O O O O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O O O O O O O
in a huff,to be upset or angry about something,"my inability to make up my mind about where i want to go for supper has put my husband in a huff , i think that i will have to make a decision quickly , otherwise i will go hungry .","my inability to make up my mind about where i want to go for supper has upset my husband , i think that i will have to make a decision quickly , otherwise i will go hungry .",O O O O O O O O O O O O O O O O B O O I O I O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O
in a huff,to be upset or angry about something,"i am still in a huff because you forgot my birthday , i can ' t believe you didn ' t remember .","i am still mad because you forgot my birthday , i can ' t believe you didn ' t remember .",O O O B I I O O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O O
in a huff,to be upset or angry about something,people who are in a huff about the met gala theme are being absurd .,people who are upset about the met gala theme are being absurd .,O O O B I I O O O O O O O O O,O O O B O O O O O O O O O
in a huff,to be upset or angry about something,my new boss is in a huff because everything is not done the way that he wanted .,my new boss is in a bad mood because everything is not done the way that he wanted .,O O O O O O B O O O O O O O O O O O,O O O O O O B I O O O O O O O O O O O
in a huff,to be upset or angry about something,he left in a huff after the lady complained that his pasta was the worst that she had ever eaten .,he left angrily after the lady complained that his pasta was the worst that she had ever eaten .,O O B I I O O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O O
in a huff,to be upset or angry about something,"christians all in a huff about thomas the tank engine , while real threat to children is ignored .","christians all in anger about thomas the tank engine , while real threat to children is ignored .",O O O B I O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O
class clown,a wiseacre,he is the class clown with the constant talking and making fun of others .,he is the goof ball of the class with the constant talking and making fun of others .,O O O O B O O O O O O O O O O,O O O B I O O O O O O O O O O O O O
class clown,a wiseacre,your father doesn ' t always look like it but he was quite a class clown in his days .,your father doesn ' t always look like it but he was quite a jokester in his days .,O O O O O O O O O O O O O O B I O O O O,O O O O O O O O O O O O O O B O O O O
class clown,"someone who stands out in a class because he makes constant jokes and pokes fun at people,",a class clown makes fun of people but should be sporting enough to be able to laugh at himself .,a person who jokes a lot makes fun of people but should be sporting enough to be able to laugh at himself .,O B I O O O O O O O O O O O O O O O O O,O B I I O I O O O O O O O O O O O O O O O O O
class clown,"someone who stands out in a class because he makes constant jokes and pokes fun at people,",he is such a class clown .,he is such a jokester .,O O O O B I O,O O O O B O
class clown,"someone who stands out in a class because he makes constant jokes and pokes fun at people,","a class clown is an integral part of the high school composition , just as the nerds , the jocks the cheer leaders and the rest .","a funny person is an integral part of the high school composition , just as the nerds , the jocks the cheer leaders and the rest .",O B I O O O O O O O O O O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O O O O O O O O O O
class clown,"someone who stands out in a class because he makes constant jokes and pokes fun at people,","although teachers punish class clowns , they seem to be their favourite students . '","although teachers punish the silly kids , they seem to be their favourite students . '",O O O B I O O O O O O O O O O,O O O B I I O O O O O O O O O O
pig in a poke,something that is bought without examining properly,"though online shopping has gained huge popularity , it can sometimes be something of a pig in a poke , as you cannot see what really you are buying .","though online shopping has gained huge popularity , it can sometimes a game of luck , as you cannot see what really you are buying .",O O O O O O O O O O O B I O O I I O I O O O O O O O O O O O,O O O O O O O O O O O O B O I O O O O O O O O O O O
pig in a poke,something that is bought without examining properly,"instead of trusting your agent and ending up buying a pig in a poke , why don ' t you go and have a look at it first ?","instead of trusting your agent and ending up buying something before you look at it , why don ' t you go and have a look at it first ?",O O O O O O O O O O B I O I O O O O O O O O O O O O O O O,O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O
pig in a poke,something that is bought without examining properly,i don ' t want to end up having got a pig in a poke .,i don ' t want to end up having not knowing what i bought .,O O O O O O O O O B I I I I I O,O O O O O O O O O B I I O I O
pig in a poke,something that is bought without examining properly,the package i bought turned out to a pig in a poke .,the package i bought turned out to be me buying something without looking at it .,O O O O O O O B I I I I O,O O O O O O O B I I I I I I I O
you can't make an omelette without breaking a few eggs,to take effort in order to achieve something nice,it is true that you can ' t make an omelette without breaking a few eggs .,it is true that you can ' t do well if you don ' t put in the work .,O O O O O O O O B I I I I I I I O,O O O O O O O O B I I O I O O I I I I O
you can't make an omelette without breaking a few eggs,to take effort in order to achieve something nice,my brother is trying very hard to get his bachelor ' s degree and has finally realized that you can ' t make an omelette without breaking a few eggs .,my brother is trying very hard to get his bachelor ' s degree and has finally realized that you can ' t expect anything good to come out of no work .,O O O O O O O O O O O O O O O O O O O O O O B I I I I I I I O,O O O O O O O O O O O O O O O O O O O O O O B I I O I I I I I O
